date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:44%20GMT	https://mikvachallenge.org/donate	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/donate	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:45	59644/59644	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:45%20GMT	https://mikvachallenge.org/blog/category/events/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/category/events/index.html	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:48	16568/16568	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Jun%202020%2023:26:47%20GMT	https://player.vimeo.com/api/player.js	C:/Users/pradipta_mallick/Desktop/dfwincomelab/player.vimeo.com/api/player.js	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:48	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2010%20Jun%202020%2023:26:48%20GMT	http://www.instagram.com/embed.js	C:/Users/pradipta_mallick/Desktop/dfwincomelab/www.instagram.com/embed.5f.delayed	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:48	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2010%20Jun%202020%2023:26:48%20GMT	https://www.instagram.com/embed.js	C:/Users/pradipta_mallick/Desktop/dfwincomelab/www.instagram.com/embed.60.delayed	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:49	15869/15869	---M-Z	200	added ('OK')	text/javascript	etag:%225dbd6b0d15ed%22	https://www.instagram.com/static/bundles/metro/EmbedSDK.js/5dbd6b0d15ed.js	C:/Users/pradipta_mallick/Desktop/dfwincomelab/www.instagram.com/static/bundles/metro/EmbedSDK.js/5dbd6b0d15ed.js	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:49%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:50	115214/115214	---M--	200	added ('OK')	application/pdf	etag:%225ed8252b-1c20e%22	https://mikvachallenge.org/wp-content/uploads/2020/06/Root-Cause-Tree-for-Teachers.pdf	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/Root-Cause-Tree-for-Teachers.pdf	(from https://mikvachallenge.org/blog/our-commitment-to-racial-justice-and-root-cause-work/)
18:26:51	2317/2317	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:26:51%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embedfb9b.json	(from https://mikvachallenge.org/get-involved/)
18:26:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:51%20GMT	https://mikvachallenge.org/?p=14	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index0b69.html	(from https://mikvachallenge.org/get-involved/)
18:26:51	2408/2408	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:26:51%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed88f6	(from https://mikvachallenge.org/get-involved/)
18:26:51	43018/43018	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-a80a%22	https://mikvachallenge.org/wp-content/uploads/2019/05/Mikva_071916_0381.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/Mikva_071916_0381.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:51	124388/124388	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-1e5e4%22	https://mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-2192.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-2192.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:52	119852/119852	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-1d42c%22	https://mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-1657.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-1657.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:52	56443/56443	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-dc7b%22	https://mikvachallenge.org/wp-content/uploads/2019/05/DSC_0071.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/DSC_0071.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:52%20GMT	https://mikvachallenge.org/get-involved/donate/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/donate/index.html	(from https://mikvachallenge.org/get-involved/)
18:26:53	142771/142771	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-22db3%22	https://mikvachallenge.org/wp-content/uploads/2019/05/0008_Mikva_071916_0020.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/0008_Mikva_071916_0020.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:53	86739/86739	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-152d3%22	https://mikvachallenge.org/wp-content/uploads/2019/05/Mikva_071916_0216-recrop2.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/Mikva_071916_0216-recrop2.jpg	(from https://mikvachallenge.org/get-involved/)
18:26:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:53%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/get-involved/)
18:26:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:54%20GMT	https://mikvachallenge.org/?p=11610	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index3e6e.html	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:54	2371/2371	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:26:54%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Ffounders-circle%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed074c.json	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:54	2462/2462	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:26:54%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Ffounders-circle%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed2989	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:55	364106/364106	---M--	200	added ('OK')	image/jpeg	etag:%225d84f984-58e4a%22	https://mikvachallenge.org/wp-content/uploads/2019/09/BEST-201708-Final-Group-Pictures-008.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/09/BEST-201708-Final-Group-Pictures-008.jpg	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:55	156008/156008	---M--	200	added ('OK')	image/jpeg	etag:%225d850215-26168%22	https://mikvachallenge.org/wp-content/uploads/2019/09/DSC_0121-1280x852.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/09/DSC_0121-1280x852.jpg	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:55%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:26:56	2330/2330	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:26:56%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Feducators%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed37ce.json	(from https://mikvachallenge.org/get-involved/educators/)
18:26:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:56%20GMT	https://mikvachallenge.org/?p=16	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index0e62.html	(from https://mikvachallenge.org/get-involved/educators/)
18:26:57	2419/2419	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:26:57%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Feducators%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed699a	(from https://mikvachallenge.org/get-involved/educators/)
18:26:57	199627/199627	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-30bcb%22	https://mikvachallenge.org/wp-content/uploads/2019/05/0005_Mikva_071916_0309.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/0005_Mikva_071916_0309.jpg	(from https://mikvachallenge.org/get-involved/educators/)
18:26:58	268576/268576	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-41920%22	https://mikvachallenge.org/wp-content/uploads/2019/05/0007_Mikva_071916_0181.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/0007_Mikva_071916_0181.jpg	(from https://mikvachallenge.org/get-involved/educators/)
18:26:58	58287/58287	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-e3af%22	https://mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-1578.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/Mikva_soapbox_080416-1578.jpg	(from https://mikvachallenge.org/get-involved/educators/)
18:26:58	130664/130664	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-1fe68%22	https://mikvachallenge.org/wp-content/uploads/2019/05/0004_Mikva_071916_0430.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/0004_Mikva_071916_0430.jpg	(from https://mikvachallenge.org/get-involved/educators/)
18:26:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:58%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/get-involved/educators/)
18:26:58	3860/3860	---MCZ	200	added ('OK')	text/css	etag:W/%225eb46a13-f14%22	https://mikvachallenge.org/wp-content/plugins/gravityforms/css/formreset.min.css?ver=2.4.18	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/gravityforms/css/formreset.min02fa.css	(from https://mikvachallenge.org/get-involved/educators/)
18:26:59	74501/74501	---MCZ	200	added ('OK')	text/css	etag:W/%225eb46a13-12305%22	https://mikvachallenge.org/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.4.18	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/gravityforms/css/formsmain.min02fa.css	(from https://mikvachallenge.org/get-involved/educators/)
18:26:59	30439/30439	---MCZ	200	added ('OK')	text/css	etag:W/%225eb46a13-76e7%22	https://mikvachallenge.org/wp-content/plugins/gravityforms/css/readyclass.min.css?ver=2.4.18	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/gravityforms/css/readyclass.min02fa.css	(from https://mikvachallenge.org/get-involved/educators/)
18:27:00	7545/7545	---MCZ	200	added ('OK')	text/css	etag:W/%225eb46a13-1d79%22	https://mikvachallenge.org/wp-content/plugins/gravityforms/css/browsers.min.css?ver=2.4.18	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/gravityforms/css/browsers.min02fa.css	(from https://mikvachallenge.org/get-involved/educators/)
18:27:00	693/693	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d15c9f0-2b5%22	https://mikvachallenge.org/wp-content/plugins/gravity-forms-duplicate-prevention/gravityforms-duplicateprevention.js?ver=0.1.5	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/gravity-forms-duplicate-prevention/gravityforms-duplicateprevention4116.js	(from https://mikvachallenge.org/get-involved/educators/)
18:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:01%20GMT	https://mikvachallenge.org/?p=18	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index0735.html	(from https://mikvachallenge.org/get-involved/youth/)
18:27:01	2310/2310	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:27:00%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Fyouth%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embedd187.json	(from https://mikvachallenge.org/get-involved/youth/)
18:27:01	2399/2399	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:27:01%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Fyouth%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embedf0cd	(from https://mikvachallenge.org/get-involved/youth/)
18:27:02	780972/780972	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-beaac%22	https://mikvachallenge.org/wp-content/uploads/2019/05/IMG_7867.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/IMG_7867.jpg	(from https://mikvachallenge.org/get-involved/youth/)
18:27:03	301582/301582	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-49a0e%22	https://mikvachallenge.org/wp-content/uploads/2019/05/0016_16CITIZENU_FRI-088.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/0016_16CITIZENU_FRI-088.jpg	(from https://mikvachallenge.org/get-involved/youth/)
18:27:03	829696/829696	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f6-ca900%22	https://mikvachallenge.org/wp-content/uploads/2014/10/brian.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2014/10/brian.jpg	(from https://mikvachallenge.org/get-involved/founders-circle/)
18:27:03	306501/306501	---M--	200	added ('OK')	image/jpeg	etag:%225e6931a8-4ad45%22	https://mikvachallenge.org/wp-content/uploads/2020/03/Mikva-Summer-Photos-006-scaled-e1583952296486.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/03/Mikva-Summer-Photos-006-scaled-e1583952296486.jpg	(from https://mikvachallenge.org/get-involved/youth/)
18:27:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:03%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/get-involved/youth/)
18:27:03	70448/70448	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:03%20GMT	https://mikvachallenge.org/our-work/programs/project-soapbox/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/programs/project-soapbox/index.html	(from https://mikvachallenge.org/get-involved/youth/)
18:27:03	53160/53160	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:03%20GMT	https://mikvachallenge.org/general-program-application/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/general-program-application/index.html	(from https://mikvachallenge.org/get-involved/youth/)
18:27:05	2440/2440	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:27:04%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fdonate%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed6129.json	(from https://mikvachallenge.org/donate/)
18:27:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:04%20GMT	https://mikvachallenge.org/?p=22	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index0345.html	(from https://mikvachallenge.org/donate/)
18:27:05	2569/2569	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:27:05%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fdonate%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embedb32b	(from https://mikvachallenge.org/donate/)
18:27:06	478840/478840	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-74e78%22	https://mikvachallenge.org/wp-content/uploads/2019/05/IMG_9095-1.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/IMG_9095-1.jpg	(from https://mikvachallenge.org/donate/)
18:27:06	198067/198067	---M--	200	added ('OK')	image/jpeg	etag:%225da89687-305b3%22	https://mikvachallenge.org/wp-content/uploads/2019/09/MIKVA-Action-Civic-2019-178-e1571329669497-1280x707.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/09/MIKVA-Action-Civic-2019-178-e1571329669497-1280x707.jpg	(from https://mikvachallenge.org/donate/)
18:27:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:06%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/donate/)
18:27:07	2315/2315	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:27:07%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Fevents%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed14c7.json	(from https://mikvachallenge.org/get-involved/events/)
18:27:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:07%20GMT	https://mikvachallenge.org/?p=24	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index2cf9.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:08	2404/2404	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jun%202020%2023:27:08%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Fevents%2F&format=xml	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embed8027	(from https://mikvachallenge.org/get-involved/events/)
18:27:09	140690/140690	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-22592%22	https://mikvachallenge.org/wp-content/uploads/2019/06/mic-mikvs1.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/06/mic-mikvs1.jpg	(from https://mikvachallenge.org/get-involved/events/)
18:27:09	1321015/1321015	---M--	200	added ('OK')	image/png	etag:%225ed569fe-142837%22	https://mikvachallenge.org/wp-content/uploads/2020/06/Thank-You-Banner-01-1280x914.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/Thank-You-Banner-01-1280x914.png	(from https://mikvachallenge.org/get-involved/events/)
18:27:09	55203/55203	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:09%20GMT	https://mikvachallenge.org/blog/mikva-challenge-dc-2020-spring-benefit/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/mikva-challenge-dc-2020-spring-benefit/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:09	317603/317603	---M--	200	added ('OK')	image/png	etag:%225e90d3a9-4d8a3%22	https://mikvachallenge.org/wp-content/uploads/2020/01/Website-Banner-01-1280x631.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/01/Website-Banner-01-1280x631.png	(from https://mikvachallenge.org/get-involved/events/)
18:27:10	887407/887407	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-d8a6f%22	https://mikvachallenge.org/wp-content/uploads/2018/01/mary-carlson-e1560529805563.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2018/01/mary-carlson-e1560529805563.jpg	(from https://mikvachallenge.org/donate/)
18:27:10	161415/161415	---M--	200	added ('OK')	image/jpeg	etag:%225dd6cb15-27687%22	https://mikvachallenge.org/wp-content/uploads/2019/11/IMG_0787-1280x853.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/11/IMG_0787-1280x853.jpg	(from https://mikvachallenge.org/get-involved/events/)
18:27:10	65377/65377	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:10%20GMT	https://mikvachallenge.org/blog/21st-annual-spring-benefit/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/21st-annual-spring-benefit/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:10	655991/655991	---M--	200	added ('OK')	image/png	etag:%225e385152-a0277%22	https://mikvachallenge.org/wp-content/uploads/2020/02/Screen-Shot-2020-02-03-at-10.58.34-AM-1280x804.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/02/Screen-Shot-2020-02-03-at-10.58.34-AM-1280x804.png	(from https://mikvachallenge.org/get-involved/events/)
18:27:10	107176/107176	---M--	200	added ('OK')	image/png	etag:%225d8a36b9-1a2a8%22	https://mikvachallenge.org/wp-content/uploads/2019/09/Screen-Shot-2019-09-24-at-11.30.41-AM.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/09/Screen-Shot-2019-09-24-at-11.30.41-AM.png	(from https://mikvachallenge.org/get-involved/events/)
18:27:11	55280/55280	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:10%20GMT	https://mikvachallenge.org/blog/mikvas-robyn-lingo-sits-in-on-the-kojo-nnamdi-show-what-do-local-students-think-of-national-politics/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/mikvas-robyn-lingo-sits-in-on-the-kojo-nnamdi-show-what-do-local-students-think-of-national-politics/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:11	57002/57002	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:10%20GMT	https://mikvachallenge.org/blog/young-people-are-leaders-now/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/young-people-are-leaders-now/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:11	163786/163786	---M--	200	added ('OK')	image/jpeg	etag:%225d15c9f2-27fca%22	https://mikvachallenge.org/wp-content/uploads/2019/05/IMG_9095-1-1280x853.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/05/IMG_9095-1-1280x853.jpg	(from https://mikvachallenge.org/get-involved/events/)
18:27:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:11%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/get-involved/events/)
18:27:12	134101/134101	---M--	200	added ('OK')	image/jpeg	etag:%225d278e07-20bd5%22	https://mikvachallenge.org/wp-content/uploads/2019/07/SoapboxNation5-1280x748.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2019/07/SoapboxNation5-1280x748.jpg	(from https://mikvachallenge.org/get-involved/events/)
18:27:12	57986/57986	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:11%20GMT	https://mikvachallenge.org/blog/is-democracy-a-verb/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/is-democracy-a-verb/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:12	52101/52101	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:11%20GMT	https://mikvachallenge.org/blog/summer-institute-2019/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/summer-institute-2019/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:12	54567/54567	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:27:12%20GMT	https://mikvachallenge.org/blog/soapbox-nation-youth-speech-showcase/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/blog/soapbox-nation-youth-speech-showcase/index.html	(from https://mikvachallenge.org/get-involved/events/)
18:27:12	2320/2320	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jun%202020%2023:27:12%20GMT	https://mikvachallenge.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmikvachallenge.org%2Fget-involved%2Fcareers%2F	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-json/oembed/1.0/embedc257.json	(from https://mikvachallenge.org/get-involved/careers/)
18:27:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:27:12%20GMT	https://mikvachallenge.org/?p=26	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/index88b9.html	(from https://mikvachallenge.org/get-involved/careers/)
